exam_number,question_number,question_text,options,context,generated_answer,actual_answer
16,38,"Under the head subsequent conduct, which of the following type of conduct would be material?","A) Change of life 
 B) Evasion of justice 
 C) Fear, trembling 
 D) All of them","
     4. Do not provide any irrelevant information.

Context:
In the Indian Evidence Act, 1872, the concept of subsequent conduct is dealt with under Section 8. This section states that any conduct of a person, whether verbal or non-verbal, can be used as evidence to prove or disprove the existence of a relevant fact, or to corroborate or contradict the testimony of a witness. The section is based on the principle that a person's conduct subsequent to an event can be indicative of their state of mind or intentions at the time of the event.

Subsequent conduct can take many forms, including verbal statements, actions, and even silence. In criminal cases, subsequent conduct can be particularly important as it can provide insight into the accused's guilt or innocence. For instance, if an accused person tries to abscond or destroy evidence after a crime, it can be seen as an indication of their guilt. Similarly, if a witness is found to be evasive or uncooperative during investigation, it can raise doubts about their credibility.

In the context of criminal law, subsequent conduct can be used to draw inferences about an individual's intentions, motives, and state of mind. It is essential to evaluate subsequent conduct in conjunction with other evidence to ensure that it is not misinterpreted or given undue weight. By considering subsequent conduct as part of the broader evidence, courts can make more informed decisions about the guilt or innocence of the accused.",D) D) All of them,D
16,39,Freedom of Residence under Article 19 of that Indian Constitution is available in which of the following clauses?,"A) Clause (1) (E) 
 B) Clause (1) (D) 
 C) Clause (1) (B) 
 D) Clause (1) (C)","

Context:
The Constitution of India, under Article 19, guarantees six fundamental freedoms to its citizens. These freedoms are essential for the development of individuals and the growth of the nation. One of these freedoms is the freedom of residence, which is crucial in today's world where people often need to move to different places for education, employment, or other reasons.

Article 19(1) of the Indian Constitution enshrines the freedoms of citizens, including the freedom of residence. This provision is essential for ensuring that citizens can move freely within the country and settle wherever they wish, subject to certain reasonable restrictions.

The freedom of residence is not an absolute right and is subject to certain limitations. The Constitution itself imposes some restrictions on this freedom, and the government can also impose reasonable restrictions in the interest of the general public or for the protection of sovereignty and integrity of India.

In this context, it is essential to understand under which clause of Article 19(1) the freedom of residence is available to citizens. This knowledge is crucial for ensuring that citizens can exercise their rights effectively and that the government does not impose unnecessary restrictions on this fundamental freedom.

Now, based on this context, choose the correct answer from the options provided.",B) Clause (1) (D),A
16,40,"Under which section of the Evidence Act, admissions are defined?","A) 17 
 B) 16 
 C) 15 
 D) 18","

In the case of Ram v. State, the court was dealing with a murder trial where the accused had made a statement to his friend, which was used as evidence against him. The court had to decide whether this statement could be considered as an admission. The court referred to the Indian Evidence Act, 1872 to understand the definition of admission. The Act defines admission as a statement, oral or documentary, which suggests any inference as to any fact in issue or relevant fact. The court then analyzed whether the statement made by the accused to his friend fulfilled this definition. 

(Please select one option from the above options)",D) 18,A
16,41,In which of the following cases the Supreme Court has held that the investigating officer should be allowed to refer to the records of investigation,"A) State of Karnataka Vs Yarappa Reddi 
 B) Mohammed Khalid Vs State of West Bengal 
 C) Baburam Vs State of U.P. 
 D) State of Rajasthan Vs Om ER prakash","

The Supreme Court has consistently held that the investigating officer has a crucial role to play in the administration of criminal justice. The investigating officer is expected to collect evidence, record statements of witnesses and accused, and submit a report to the magistrate, which forms the basis of the trial. The investigating officer's report is crucial in establishing the guilt or innocence of the accused.

In a criminal trial, the investigating officer is often called as a witness to depose about the investigation and the evidence collected. However, the investigating officer's ability to effectively depose as a witness can be hampered if they are not allowed to refer to the records of investigation. The records of investigation contain vital information about the case, including statements of witnesses, forensic reports, and other evidence.

The question arises as to whether the investigating officer should be allowed to refer to the records of investigation while deposing as a witness. This issue has been debated in various courts, and the Supreme Court has had to intervene to provide clarity on this issue. In a landmark judgment, the Supreme Court has held that the investigating officer should be allowed to refer to the records of investigation while deposing as a witness. This judgment has far-reaching implications for the administration of criminal justice in India.",A) State of Karnataka Vs Yarappa Reddi,A
16,42,"If a party who obtained an order for leave to amend pleading does not amend the same within how many days, he shall not be permitted to do that without the leave of the Court","A) Fifteen days 
 B) Fourteen days 
 C) Twenty days 
 D) Thirty days","

Context:

In the Indian legal system, the Code of Civil Procedure, 1908 (CPC) governs the procedure for conducting civil suits in India. The CPC provides rules and guidelines for various stages of a civil suit, including the filing of pleadings, discovery, and trial.

Order VI Rule 17 of the CPC deals with the amendment of pleadings. It states that a party may amend his pleading only by the leave of the Court. However, if a party obtains an order for leave to amend, it is essential to do so within a specific timeframe to avoid any complications.

The time limit for amending a pleading after obtaining leave is crucial, as it ensures that the litigation process is not delayed unnecessarily. If a party fails to amend the pleading within the prescribed time, it may lead to unnecessary adjournments and delay in the disposal of the case.

In this context, it is vital to understand the importance of adhering to the time limit for amending pleadings to maintain the efficiency of the judicial system.",D) Thirty days,B
16,43,Punishment of advocates for misconduct has been given under section of the Advocate's Act - 1961,"A) 30 
 B) 32 
 C) 35 
 D) None","

Context:
The Advocates Act, 1961 is a law that governs the legal profession in India. It was enacted to amend and consolidate the law relating to the legal practitioners and to provide for the constitution of Bar Councils and an All-India Bar. The Act regulates the conduct of advocates and provides for disciplinary action against them in case of misconduct. The Act also lays down the procedure for the enrolment of advocates, their rights and duties, and the constitution of Bar Councils. The Act is divided into nine chapters, with chapter VII dealing with the conduct of advocates and chapter VIII dealing with the disciplinary powers of the Bar Councils. 

Now, choose the correct option from the given options to answer the question correctly.",B) 32,C
16,44,"Under which Section of IPC, Professional Negligence is often invoked against medical professionals in cases alleging professional negligence?","A) 303A 
 B) 304A 
 C) 302 
 D) 305"," Failure to do so may result in harm to the patient, and in some cases, even death. The Indian Penal Code (IPC) has provisions that hold medical professionals accountable for their actions. 

Section 304A of the IPC deals with causing death by negligence. It states that ""whoever causes the death of any person by doing any rash or negligent act not amounting to culpable homicide shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both."" 

In cases where a patient dies due to the negligence of a medical professional, the prosecution often invokes Section 304A of the IPC. However, this section is not exclusively applicable to medical professionals, and its scope is broader. 

On the other hand, Section 303A of the IPC was repealed in 1991. 

It is essential to note that medical professionals have a legal duty to exercise reasonable care and skill while treating patients. Breach of this duty may result in civil liability, and in some cases, even criminal liability. 

In cases of professional negligence, the prosecution must prove that the medical professional's actions fell below the standard of care expected of them, resulting in harm to the patient. The burden of proof lies with the prosecution to establish negligence. 

In recent years, there has been an increase in cases of medical negligence, leading to a growing concern about the accountability of medical professionals. The law has an essential role to play in ensuring that medical professionals are held accountable for their actions.",B) 304A,B
16,46,When Perpetual Injunction may be granted-,"A) Where the defendant is trustee of the Property for the plaintiff. 
 B) Where there is no standard for ascertaining the actual damage. 
 C) Compensation in money would not afford adequate relief. 
 D) All of the above.","

Context:

In India, the concept of injunctions is governed by the Specific Relief Act, 1963. An injunction is a judicial remedy that restrains a person from doing a particular act or compels them to do a specific act. There are two types of injunctions - temporary injunctions and perpetual injunctions. Temporary injunctions are granted during the pendency of a lawsuit, whereas perpetual injunctions are granted after the lawsuit is concluded. Perpetual injunctions are permanent in nature and are usually granted when the plaintiff has established their rights and the defendant has violated those rights.

In cases where the defendant is a trustee of a property for the plaintiff, a perpetual injunction may be granted to restrain the defendant from dealing with the property in a manner that is detrimental to the plaintiff's interests. This is because the defendant, as a trustee, has a fiduciary duty to act in the best interests of the plaintiff.

In situations where there is no standard for ascertaining the actual damage caused by the defendant's actions, a perpetual injunction may be granted. This is because the plaintiff may not be able to quantify the exact loss suffered, and therefore, monetary compensation may not be adequate relief. In such cases, a perpetual injunction can provide the plaintiff with the necessary protection and relief.

Furthermore, when compensation in money would not afford adequate relief, a perpetual injunction may be granted. This is because the plaintiff may require protection from the defendant's actions, which may cause irreparable harm or injury. In such cases, a perpetual injunction can provide the necessary protection and relief to the plaintiff.

In all these situations, a perpetual injunction may be granted to provide the plaintiff with the necessary relief and protection. Therefore, it is essential to understand the circumstances under which a perpetual injunction may be granted to ensure that justice is served.",D,D
16,48,"Section 8 of the companies act, 2013 contains provision relating to","A) incorporation of company 
 B) formation of companies with charitable objects, etc 
 C) effect of registration 
 D) Effect of memorandum and articles.","

Context: 
In the Companies Act, 2013, the process of incorporating a company is outlined in several sections. Section 7 of the Act deals with the incorporation of a company, including the application for incorporation, the documents required, and the issuance of the certificate of incorporation. Once a company is incorporated, it is considered a legal entity, and it acquires certain rights and liabilities. The next stage in the process is the formation of companies with charitable objects, etc. This is governed by Section 8 of the Act, which provides for the formation of companies with objectives that are not necessarily driven by profit. These companies are formed for promoting commerce, art, science, sports, education, research, social welfare, religion, charity, protection of environment or any such other object. The section also lays down the conditions that such companies must fulfill to be eligible for incorporation. 

Please let me know if the generated context is correct or needs any changes.","B) formation of companies with charitable objects, etc",B
16,49,The verification of the registered office shall be furnished to the registrar within a period of incorporation,"A) 30 days 
 B) 60 days 
 C) 90 days 
 D) 120 days","
     4. Use the terminology and concepts of the Indian company law in the context. 

Context:
In India, the Companies Act, 2013 governs the incorporation and regulation of companies. According to Section 12 of the Act, a company is required to have a registered office from the 15th day of its incorporation. The registered office is the official address of the company where all the communications and notices are sent by the stakeholders, including the government authorities. As per the Act, every company is required to furnish the verification of its registered office to the Registrar of Companies (ROC) within a specified period from the date of its incorporation. This verification is necessary to ensure that the company has a genuine and operational registered office. The ROC is a statutory authority responsible for the administration of the Companies Act, 2013. It is entrusted with the duty of registering companies, maintaining their records, and ensuring compliance with the provisions of the Act. The ROC is also responsible for receiving and examining the documents filed by the companies, including the verification of the registered office. 

(Note: The context is to provide a background for the question and help the reader understand the concept of registered office and its verification under the Companies Act, 2013. The answer to the question should be derived from the context and the options provided.)",D) 120 days,A
16,50,Cyber law deals with,"A) All activities concerning the internet 
 B) IPR 
 C) E-commerce 
 D) All of the above","

The Information Technology Act, 2000 is the primary legislation that governs cyber law in India. The Act is a comprehensive legislation that covers various aspects of cyber law, including electronic contracts, digital signatures, and cyber crimes. The Act also provides for the establishment of a cyber appellate tribunal to hear appeals against the orders of the adjudicating officer. The increasing use of the internet and digital technologies has given rise to new forms of crimes such as hacking, phishing, and identity theft. The IT Act provides for the punishment of such crimes and also provides for the compensation to the victims of cyber crimes. The Act also deals with the issue of data protection and privacy. It provides for the protection of sensitive personal data and information and imposes certain obligations on the body corporates to ensure that they comply with the provisions of the Act. The Act is a significant step towards regulating the use of digital technologies and ensuring that they are used in a responsible manner. 

Now you can answer the question: Cyber law deals with _______________________.

(Choose the correct option)",D) All of the above,D
16,51,The payment of compensation to railway employees by the railway administration for injuryby accident is governed by:,"A) The Employees Compensation. Act, 1923 
 B) The payment of Wages Act, 1936 
 C) Rights of Persons with Disabilities Act, 2016 
 D) The Workmen Compensation Act, 1986"," When it comes to accidents and injuries suffered by railway employees while on duty, the administration has a statutory obligation to provide compensation to the affected employees. This is governed by a specific Act that provides for payment of compensation to workmen who suffer personal injury by accident arising out of and in the course of their employment. The Act also lays down the procedure for determining the amount of compensation payable in each case. The purpose of this legislation is to provide financial support to the injured employees and their dependents, and to ensure that they receive fair compensation for the harm suffered.","A) The Employees Compensation. Act, 1923",A
16,52,"The minimum amount of compensation payable under Employees Compensation Act, 1923 in case of total permanent disablement of a railway servant due to accident is Rs","A) Rs 80,000/- 
 B) Rs 90,000/- 
 C) Rs 1,40,000/- 
 D) Rs 1,20,000/-","

Context: 
The Employees' Compensation Act, 1923, is a significant piece of legislation in India that provides for payment of compensation to employees in the event of personal injury or death caused by an accident arising out of and in the course of their employment. The act applies to all employees, including railway servants, who are employed in any capacity, whether directly or through a contractor. 

Section 4 of the Act provides for the amount of compensation payable in case of death or permanent total disablement of an employee. The amount of compensation is calculated based on the age of the employee and the monthly wages drawn by him at the time of the accident. 

In the case of railway servants, the minimum amount of compensation payable in case of total permanent disablement is prescribed by the Central Government. The amount is revised periodically to keep pace with the rising cost of living. 

The Employees' Compensation Act, 1923, is a social welfare legislation aimed at providing financial protection to employees and their dependents in the event of accidents arising out of and in the course of employment.","D) Rs 1,20,000/-",C
16,53,A company wishes to ensure that no one else can use their logo.,"A) Copy rights 
 B) Trade mark 
 C) Patent 
 D) Industrial designs","

Context:

In today's competitive market, a company's brand identity is crucial for its survival and growth. A company's logo is an essential part of its brand identity, and it is vital to protect it from unauthorized use by others. The logo is a visual representation of the company's values, mission, and vision, and it helps to differentiate the company from its competitors. If someone else uses a similar logo, it can lead to confusion among customers, and the company may lose its brand reputation and customer loyalty. 

Therefore, the company wants to ensure that its logo is protected from unauthorized use by others. In India, there are specific laws and regulations that provide protection to intellectual property rights, including logos. The company needs to explore these options to safeguard its logo and prevent others from using it without permission.  This protection can be obtained by registering the logo under a specific law that provides exclusive rights to the owner to use the logo. 

Now, the company needs to decide which option to choose to protect its logo effectively.",B) Trade mark,B
16,54,"The Section of the Arbitration and Conciliation Act, dealing with the time of commencement of arbitral proceeding is","A) Section 20 
 B) Section 21 
 C) Section 22 
 D) None of the above","

Context: In India, the Arbitration and Conciliation Act, 1996 is a significant legislation that provides for the procedure to be followed in arbitration proceedings. The Act outlines the various stages involved in the arbitration process, including the commencement of arbitral proceedings. According to the Act, the arbitral proceedings in respect of a particular dispute commence on the date on which a request for that dispute to be referred to arbitration is received by the respondent. This provision is crucial in determining the timelines for various stages of the arbitration process. The Act specifically deals with this aspect in one of its sections, which provides clarity on when the arbitral proceedings are deemed to have commenced.",A) Section 20,B
16,55,"Under Criminal procedure Code 1973, who shall record the information of rape being given by a rape victim?","A) Officer in-charge of the police station 
 B) Deputy Superintendent of police 
 C) Officer not below the rank of Sub Inspector 
 D) Woman police officer or any Woman officer"," The information provided by the victim is of paramount importance in the investigation and prosecution of the case. According to the Criminal Procedure Code 1973, the recording of the statement of the victim should be done by an officer who is not only competent but also sensitive to the victim's needs. The Code recognizes the importance of maintaining the dignity and privacy of the victim and hence, provides specific guidelines for recording the statement. In this regard, the Code emphasizes the need for a specific category of officers to record the information of rape given by the victim. This is to ensure that the victim feels comfortable and secure while providing the necessary information, which is essential for the success of the case. The officer recording the statement should have the necessary skills and expertise to handle the victim's statement with care and sensitivity.",D) Woman police officer or any Woman officer,D
16,56,"Under the provision of the code of criminal procedure, 1973","A) Summons can be oral 
 B) Summons cannot be served on corporate entities 
 C) Summons are either for appearance or for producing a document/thing 
 D) Summons can be served to servants in case the person on whose name summons are made cannot be found","

In the Indian criminal justice system, the Code of Criminal Procedure, 1973 (CrPC) plays a vital role in governing the procedural aspects of the criminal law. One of the essential components of the CrPC is the process of issuing summons, which is a crucial step in initiating criminal proceedings. 

In this regard, it is essential to understand the provisions related to summons under the CrPC. As per the code, a summons is a legal document issued by a court, directing a person to appear before it or to produce a document or thing. The CrPC lays down specific rules and guidelines for the issuance and service of summons, which are imperative for ensuring that the accused or the witness receives adequate notice and an opportunity to respond.

In cases where an individual is required to appear before the court, the summons must be served in a manner that ensures the person is aware of the proceedings and the consequences of non-compliance. The CrPC provides for various modes of service, including personal service, substituted service, and even service through electronic means. However, in certain situations, the person on whom the summons is to be served may not be available, and in such cases, the CrPC permits the service of summons on other individuals who can receive the summons on their behalf.

Furthermore, the CrPC also recognizes that in modern times, corporate entities may be implicated in criminal proceedings, and therefore, it provides for the service of summons on such entities as well. In such cases, the summons is served on the authorized representative of the company, who is responsible for ensuring that the entity complies with the requirements of the summons.

In light of these provisions, it is crucial to appreciate the significance of summons in the criminal justice system and the various nuances involved in the process of issuing and serving summons. This understanding is essential for ensuring that the rights of the accused and the witnesses are protected, and that the criminal justice system functions efficiently and effectively.",C) Summons are either for appearance or for producing a document/thing,C
16,57,"Every person who is a member or a defence service or hold a any civil post under the Union, holds office during the pleasure of the","A) Prime Minister 
 B) President 
 C) Council of Minister 
 D) Both (A) and (B)","

Context:
The Indian Constitution outlines the framework for governance in the country. It lays down the principles and procedures for the organization and functioning of the government. The Constitution establishes the relationship between the government and its citizens, and it defines the powers and responsibilities of various institutions, including the executive, legislature, and judiciary.

In the context of the executive branch, the Constitution provides for the appointment and removal of certain officials. Article 310 of the Constitution states that every person who is a member of a defence service or holds a civil post under the Union holds office during the pleasure of a specific authority. This means that these officials serve at the discretion of this authority and can be removed from office at any time.

The President of India is the head of the executive branch and is responsible for the administration of the country. The Prime Minister, on the other hand, is the head of the Council of Ministers and is responsible for advising the President on matters of governance. The Council of Ministers, which includes the Prime Minister and other ministers, is responsible for implementing the policies of the government.

In this context, it is important to understand the relationship between the President, the Prime Minister, and the Council of Ministers, and how they interact with each other in the governance of the country. This understanding is crucial in determining who has the authority to appoint and remove officials from office.",B) President,B
16,58,"Which of the following statement/ statements is/are false for the purpose of the Hindu Marriage Act, 1955? I. II. III. It is assumed that a person who is not Muslim, Santhal, Christian, Jew or Parsi by religion is Hindu A person who belongs to Lingayat sub sect is assumed to be Hindu A person converted who converted to another religion needs to follow local ritual/ custom for converting back to Hinduism","A) I only 
 B) I and II 
 C) III only 
 D) I and III"," The Act extends to the whole of India, except the State of Jammu and Kashmir, and applies to Hindus, Buddhists, Jains, and Sikhs by religion. 

In the case of Sastri Yagnapurushadji v. Muldas Bhudardas Vaishya, the Supreme Court held that the term 'Hindu' includes, in addition to the followers of the Vedic religion, the followers of the Brahmo, Prarthana, and Arya Samaj faiths, the Sikhs, the Jains, and the Buddhists. 

The Act does not provide a definition of the term 'Hindu', but it clarifies that it includes a person who is a Virashaiva, a Lingayat, or a follower of the Brahmo, Prarthana, or Arya Samaj. 

In the case of Perumal Nadar v. P. Ramachandran, the Madras High Court held that a person who has been converted to Christianity, but later reconverted to Hinduism, would be treated as a Hindu for the purposes of the Hindu Marriage Act, 1955. However, the Court did not lay down any specific requirement for reconversion to Hinduism, such as following local rituals or customs.",B) I and II,D
16,59,Provision for settlement of dispute outside court has been provided under Section.......... of Civil Procedure Code. ER,"A) 91 
 B) 89 
 C) 51 
 D) 151","

Context: 

In India, the Civil Procedure Code, 1908, is a procedural law related to administration of civil proceedings in India. It deals with the procedure to be followed in civil courts and lays down the rules for conducting civil trials. The Code is divided into two parts: the first part deals with the provisions of general application, and the second part deals with the execution of decrees and orders. 

In the Code, there are provisions that encourage parties to settle their disputes outside the court. This is achieved through various methods such as arbitration, mediation, and conciliation. One such provision provides for the settlement of disputes outside court, which is a cost-effective and time-saving method of resolving disputes. This provision is contained in a specific section of the Code. 

The section provides for the court to refer the parties to alternative dispute resolution (ADR) processes, and also empowers the court to formulate the terms of the settlement. The section also provides for the recording of the settlement and its enforcement. This provision has been instrumental in reducing the pendency of cases in courts and has also helped in reducing the litigation costs for parties. 

The relevant section of the Code is one of the important provisions that has been incorporated to provide for an alternative to the traditional method of litigation. It is an effective tool for resolving disputes in a speedy and cost-effective manner.",B) 89,B
16,60,The Indian Evidence Act came into force on,"A) 6th October, 1860 
 B) 1st March, 1974 
 C) 15th March, 1872 
 D) 1st September, 1872","

The Indian Evidence Act, 1872 was a milestone in the history of Indian legislation. It was a comprehensive legislation that laid down the rules of evidence in India. The Act was drafted by a committee headed by a renowned jurist, Sir James Fitzjames Stephen. The committee submitted its report in 1869, and the bill was introduced in the Legislative Council in 1871. After a thorough discussion and debate, the bill was passed on 15th March, 1872, and it received the assent of the Governor-General on 15th April, 1872. The Act came into force on a later date, after the necessary notifications were issued by the Government. The Act has been amended several times since its inception, but it remains a cornerstone of the Indian legal system.

Now, you can deduce the correct answer from the above context.","C) 15th March, 1872",D
16,61,"According to the provisions of Article 315 of the Indian Constitution: I. There shall be a public service commission for the Union and a Public Service commission for each state. II. The public service commission for the Union, if requested to do by the governor of a state may, with the approval of the president, agree to serve all or any of the needs of the state. Which of the above statements is/are correct?","A) Only I 
 B) Only II 
 C) I and II 
 D) None of them","

Context: 

The Indian Constitution has established an independent body to oversee the recruitment and functioning of civil servants in the country. This body is known as the Public Service Commission (PSC). The Constitution has laid down the framework for the establishment and functioning of the PSC in Article 315. According to this Article, the Union and each state shall have its own PSC, which shall be responsible for conducting examinations for appointments to the civil services of the Union and the states respectively. The PSCs are also responsible for advising the government on matters related to appointments, promotions, and disciplinary actions against civil servants. In addition to this, the Union PSC can also serve the needs of a state, if requested to do so by the governor of that state, with the approval of the President. This provision enables the Union PSC to provide assistance to states that may not have the necessary resources or expertise to manage their own PSCs. Overall, the PSCs play a crucial role in maintaining the integrity and efficiency of the civil services in India.",C) I and II,C
16,62,Any private person may arrest any person who:,"A) Commits non-bailable offence in his presence 
 B) Commits non- bailable offence and cognizable offence in his presence 
 C) Commits compoundable offence in his presence 
 D) Commits offence in his presence or is a proclaimed offender"," As per this section, any private person can arrest a person who commits a non-bailable and cognizable offence in his presence. The section further states that the arrested person must be handed over to a police officer without unnecessary delay. This provision is an exception to the general rule that only a police officer has the power to arrest. The power of private persons to arrest is limited to specific circumstances, ensuring that the rights of individuals are protected. 

Now, choose the correct answer from the options provided.",B) Commits non- bailable offence and cognizable offence in his presence,B
16,63,How long a warrant of arrest shall remain in force?,"A) 6 years 
 B) 10 years 
 C) 12 years 
 D) Until executed or cancelled","

Context:

In India, the Code of Criminal Procedure, 1973 (CrPC) is the primary legislation governing criminal procedure. Under the CrPC, a warrant of arrest is a written order issued by a competent authority, such as a magistrate, directing a police officer to arrest a person. The warrant is issued when there are reasonable grounds to believe that the person has committed an offence. 

According to Section 70 of the CrPC, a warrant of arrest remains in force from the day it is issued until it is executed or cancelled. This means that the warrant remains valid until the person is arrested or the issuing authority decides to cancel it. The duration of the warrant is not limited by a specific timeframe, such as 6, 10, or 12 years, but rather by its purpose of ensuring the arrest of the accused person. 

In practice, law enforcement agencies often prioritize the execution of warrants, especially in cases where the accused poses a threat to public safety or is likely to flee. However, in some instances, warrants may remain outstanding for an extended period, particularly if the accused is absconding or evading arrest. In such cases, the warrant remains in force until the accused is apprehended or the issuing authority decides to cancel it.",D) Until executed or cancelled,D
16,64,Rate of additional Depreciation will be----- under section 32- Indian Income Tax Act,"A) 10% 
 B) 20 % 
 C) 15 % 
 D) 30 %","

Context: 

In India, depreciation is an allowance granted by the Income Tax Act, 1961, to account for the wear and tear of assets over their useful life. It is a non-cash expense, which is deducted from the profit of a business to arrive at the taxable income. Section 32 of the Income Tax Act deals with the depreciation allowance. It provides for the allowance of depreciation on tangible assets like buildings, machinery, and furniture, as well as intangible assets like patents, copyrights, and trademarks. 

Additionally, section 32(1)(iia) provides for an additional depreciation allowance, which is granted to an assessee who sets up a new undertaking or expands an existing one, in certain notified backward areas. This additional depreciation is allowed at a higher rate than the normal depreciation rate to encourage investment in these areas. The additional depreciation allowance is allowed in the year of installation of the new assets, in addition to the normal depreciation allowance.",B) 20 %,B
16,65,Amount of deduction under section 24 of The Income Tax Act from annual value is,"A) ½ of Annual Value 
 B) 1/3 of Annual Value 
 C) 3/10 of Annual Value 
 D) 17/10 of Annual Value -","

Context:

In India, the Income Tax Act, 1961, is the governing law for income tax. The Act provides various provisions for computation of taxable income, including deductions from the annual value of a property. Section 24 of the Income Tax Act deals with the deduction from income from house property. The annual value of a property is the sum for which the property might reasonably be expected to let from year to year. 

When it comes to computation of taxable income from house property, the Act allows certain deductions from the annual value of the property. These deductions are provided to reduce the tax liability of an individual. One of the deductions allowed under Section 24 is a standard deduction, which is a percentage of the annual value of the property. This standard deduction is provided to account for the expenses incurred by the owner of the property, such as repairs, maintenance, and other miscellaneous expenses.

The standard deduction allowed under Section 24 is a fixed percentage of the annual value of the property. This percentage is specified in the Act and is applicable uniformly to all properties. The purpose of this deduction is to provide relief to the taxpayer and to simplify the process of computation of taxable income. 

Can I help you with anything else?",C) 3/10 of Annual Value,C
16,66,The test of reasonableness is not wholly test and its contours are Fairley indicated by constitution.,"A) Subjective 
 B) Objective 
 C) Descriptive 
 D) Summative","

Here is a context:

The test of reasonableness is not a wholly subjective test, where the decision of the authority is final and binding. The contours of reasonableness are fairly indicated by the Constitution, particularly in Article 14 which guarantees equality before the law and equal protection of the laws. This means that the test of reasonableness is not based on the whims and fancies of the authority, but rather it is based on certain objective standards and principles. In this sense, the test of reasonableness is an objective test, which means that it is based on certain criteria and standards that are independent of personal biases and opinions. The Supreme Court has also emphasized the importance of objectivity in the test of reasonableness, and has held that the test must be based on certain rational and logical criteria.

Now, based on this context, the correct answer is B) Objective.",B) Objective,A
16,67,The power to enact a law relating to the citizenship of India is left to under the provisions of Article 11 of the Indian Constitution.,"A) President 
 B) Council of ministers 
 C) House of people 
 D) Parliament"," Make sure the context is clear, concise and relevant to the question.

Context: 
The Constitution of India is the supreme law of the land, and it lays down the framework for the governance of the country. It is divided into various parts, schedules, and articles, each dealing with a specific aspect of governance. One of the most important aspects of governance is the citizenship of India, which is dealt with in Part II of the Constitution. Article 11 of the Constitution explicitly states that the power to make laws relating to citizenship, naturalization, and aliens is vested in the Parliament of India. This means that the Parliament has the exclusive authority to enact, amend or repeal laws related to citizenship. The Constitution has deliberately vested this power in the Parliament to ensure that the laws related to citizenship are made in the best interests of the nation and its citizens. The Parliament, being a representative body of the people, is best equipped to make laws that balance the rights and interests of citizens with the needs of the nation. Therefore, any law related to citizenship must be enacted by the Parliament, and not by any other authority.",D) Parliament,D
16,68,Promissory estoppel against Government agencies is decided in:,"A) Tweedle Vs Atkinson 
 B) Dutton Vs Poole 
 C) Pournami all Mills Vs State of Kerala 
 D) Kedar Nath Vs Gauri Mohamad","

Context: 

In India, the doctrine of promissory estoppel is a well-established principle of law that prevents a party from going back on its promise, even if it was made without consideration. This doctrine was first recognized by the English courts in the 19th century and was later adopted by the Indian judiciary. Over time, the Indian courts have developed and refined this doctrine, applying it to various situations, including those involving government agencies.

In one landmark case, the Supreme Court of India had to consider whether the doctrine of promissory estoppel could be applied against a government agency. The court had to balance the need to hold the government accountable for its promises against the need to protect its ability to make decisions in the public interest. The court's decision in this case has had significant implications for the way government agencies interact with citizens and private parties.

The doctrine of promissory estoppel has been applied in various contexts, including contractual disputes, property transactions, and administrative law. It is an important tool for protecting the rights of parties who have relied on promises made by others, and for promoting accountability and transparency in government decision-making.",C) Pournami all Mills Vs State of Kerala,C
16,69,Frustration of contract is provided by which section of the India contract Act?,"A) Sec. 73 
 B) Sec. 70 
 C) Sec. 2(d) 
 D) Sec. 56"," One such provision is related to the frustration of contract, which refers to a situation where the performance of a contract becomes impossible or unlawful due to an unforeseen event or change in circumstances. This provision is crucial in determining the liability of parties in such situations. 

In a contract, the parties agree to perform certain obligations in exchange for consideration. However, sometimes, due to reasons beyond their control, the performance of the contract becomes impossible. In such cases, the contract is said to be frustrated, and the parties are relieved of their obligations. 

The Indian Contract Act provides for the doctrine of frustration, which is an exception to the general rule that a contract must be performed. This doctrine is based on the principle that a contract is formed on the basis of certain assumptions, and if those assumptions fail, the contract becomes impossible to perform. 

When a contract is frustrated, the parties are not liable for non-performance, and the contract is considered to be discharged. In such cases, the parties are not entitled to claim damages for non-performance. 

The provision related to frustration of contract is an important aspect of the Indian Contract Act, and it has been interpreted by the courts in various judgments. The courts have laid down certain principles to determine when a contract can be said to be frustrated. 

Therefore, it is essential to understand the provision related to frustration of contract in the Indian Contract Act to determine the rights and liabilities of parties in such situations.",D) Sec. 56,D
16,70,Schedule II of the Employees Compensation Act 1923 deals with,"A) Age factor for calculating the amount of compensation 
 B) List of persons who are included in the definition of 'Employee' 
 C) List of occupational diseases 
 D) List of injuries Deemed to Result in Permanent Total Disablement","

Context: The Employees Compensation Act, 1923 is a social welfare legislation that aims to provide financial assistance to employees who suffer from injuries or occupational diseases during the course of their employment. The Act is applicable to all establishments with 10 or more workers and provides for the payment of compensation to employees in the event of personal injury or death by accident arising out of and in the course of employment. The Act provides a schedule-based system to determine the amount of compensation payable to the employee or his dependents. The schedules in the Act provide a detailed framework for calculating the compensation amount, taking into account various factors such as the nature of the injury, the age of the employee, and the type of employment. For instance, in cases of permanent total disablement, the compensation amount is calculated based on the age of the employee and the type of employment. Similarly, in cases of occupational diseases, the compensation amount is calculated based on the nature and severity of the disease. The Act also provides for the appointment of commissioners to adjudicate disputes arising out of the payment of compensation. The commissioners are empowered to decide on the amount of compensation payable, taking into account the provisions of the Act and the schedules therein.",D) List of injuries Deemed to Result in Permanent Total Disablement,D
